yearID,playerID,Salary,stint_pitch,W,L,G_pitch,GS_pitch,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP_pitch,HBP,BK,BFP,GF,R,SH,SF,GIDP,stint_field,G_field,GS_field,InnOuts,PO,A,E,DP,PB,WP_field,SB,CS,ZR,TrainVal
2014,strasst01,3975000,1,14,11,34,34,0,0,0,645,198,75,23,43,242,0.245,3.14,4.0,7,5.0,0,868.0,0,86,9.0,4.0,13.0,1,34,34.0,645.0,13,25,4.0,2,0.0,0.0,0.0,0.0,0.0,Training
2015,strasst01,7400000,1,11,7,23,23,0,0,0,382,115,49,14,26,155,0.236,3.46,0.0,4,3.0,0,523.0,0,56,5.0,1.0,8.0,1,23,23.0,382.0,3,9,2.0,0,0.0,0.0,0.0,0.0,0.0,Training
2016,strasst01,10400000,1,15,4,24,24,0,0,0,443,119,59,15,44,183,0.218,3.6,1.0,2,2.0,0,598.0,0,59,5.0,1.0,7.0,1,24,24.0,443.0,8,9,1.0,1,0.0,0.0,0.0,0.0,0.0,Validation
2006,streehu01,339625,1,4,4,69,0,0,0,37,212,64,26,4,13,67,0.238,3.31,3.0,4,2.0,0,290.0,55,28,3.0,3.0,1.0,1,69,0.0,212.0,3,8,2.0,0,0.0,0.0,0.0,0.0,0.0,Training
2007,streehu01,380000,1,5,2,48,0,0,0,16,150,35,16,5,12,63,0.19,2.88,3.0,0,0.0,0,199.0,35,20,2.0,1.0,0.0,1,48,0.0,150.0,2,7,1.0,0,0.0,0.0,0.0,0.0,0.0,Training
2008,streehu01,3300000,1,7,5,63,0,0,0,18,210,58,29,6,27,69,0.229,3.73,6.0,2,1.0,0,287.0,37,29,3.0,3.0,6.0,1,63,0.0,210.0,3,8,0.0,1,0.0,0.0,0.0,0.0,0.0,Training
2009,streehu01,4500000,1,4,1,64,0,0,0,35,185,43,21,7,13,70,0.194,3.06,4.0,0,0.0,0,240.0,52,22,3.0,2.0,1.0,1,64,0.0,185.0,7,10,1.0,0,0.0,0.0,0.0,0.0,0.0,Training
2010,streehu01,7200000,1,4,4,44,0,0,0,20,142,39,19,5,11,45,0.225,3.61,4.0,2,2.0,1,187.0,39,21,0.0,1.0,6.0,1,44,0.0,142.0,2,4,0.0,1,0.0,0.0,0.0,0.0,0.0,Training
2011,streehu01,7300000,1,1,4,62,0,0,0,29,175,62,25,10,9,55,0.276,3.86,1.0,0,1.0,0,239.0,47,28,3.0,1.0,4.0,1,62,0.0,175.0,2,13,1.0,2,0.0,0.0,0.0,0.0,0.0,Training
2012,streehu01,7500000,1,2,1,40,0,0,0,23,117,17,8,2,11,47,0.13,1.85,1.0,1,0.0,0,144.0,36,8,1.0,1.0,0.0,1,40,0.0,117.0,4,7,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2013,streehu01,7000000,1,2,5,58,0,0,0,33,170,44,17,12,14,46,0.213,2.7,1.0,4,0.0,0,222.0,52,17,0.0,1.0,2.0,1,58,0.0,170.0,3,9,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2014,streehu01,7000000,3,2,2,61,0,0,0,41,178,42,9,4,14,57,0.398,2.8,3.0,0,0.0,0,229.0,51,9,1.0,0.0,3.0,3,61,0.0,178.0,5,5,0.0,1,0.0,0.0,0.0,0.0,0.0,Training
2015,streehu01,7000000,1,3,3,62,0,0,0,40,187,52,22,7,20,57,0.226,3.18,5.0,6,0.0,0,255.0,51,22,2.0,3.0,2.0,1,62,0.0,187.0,3,9,0.0,1,0.0,0.0,0.0,0.0,0.0,Training
2016,streehu01,8000000,1,3,2,26,0,0,0,9,67,31,16,5,12,14,0.337,6.45,2.0,0,0.0,0,105.0,21,16,0.0,1.0,2.0,1,26,0.0,67.0,2,3,0.0,0,0.0,0.0,0.0,0.0,0.0,Validation
2016,strichu01,517500,1,3,3,72,0,0,0,3,183,50,21,4,19,57,0.221,3.1,3.0,3,2.0,0,250.0,14,21,0.0,3.0,2.0,1,72,0.0,183.0,5,11,0.0,1,0.0,0.0,0.0,0.0,0.0,Validation
2016,stripro01,507500,1,5,9,22,14,0,0,0,300,96,44,10,30,74,0.25,3.96,3.0,6,1.0,0,419.0,4,46,3.0,1.0,7.0,1,22,14.0,300.0,9,26,0.0,3,0.0,0.0,0.0,0.0,0.0,Validation
2015,stromma01,514700,1,4,0,4,4,0,0,0,81,20,5,2,6,18,0.208,1.67,0.0,2,1.0,1,103.0,0,5,0.0,0.0,4.0,1,4,4.0,81.0,5,5,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2016,stromma01,515900,1,9,10,32,32,0,0,0,612,209,99,21,54,166,0.264,4.37,0.0,9,4.0,1,855.0,0,104,2.0,2.0,22.0,1,32,32.0,612.0,12,29,4.0,2,0.0,0.0,0.0,0.0,0.0,Validation
2011,stroppe01,416000,3,2,1,23,0,0,0,0,66,15,5,0,10,21,0.396,4.45,0.0,2,1.0,2,90.0,6,5,2.0,1.0,3.0,3,23,0.0,66.0,1,2,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2012,stroppe01,482500,1,5,2,70,0,0,0,3,199,52,18,2,37,58,0.217,2.44,2.0,5,4.0,0,283.0,17,18,1.0,1.0,9.0,1,70,0.0,199.0,6,12,0.0,1,0.0,0.0,0.0,0.0,0.0,Training
2013,stroppe01,502500,3,2,5,66,0,0,0,1,172,45,29,5,26,66,0.434,10.08,2.0,8,6.0,1,254.0,22,30,7.0,0.0,3.0,3,66,0.0,172.0,1,6,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2014,stroppe01,1325000,1,2,4,65,0,0,0,2,183,40,15,2,25,71,0.187,2.21,3.0,6,4.0,1,244.0,13,19,0.0,1.0,9.0,1,65,0.0,183.0,3,3,0.0,1,0.0,0.0,0.0,0.0,0.0,Training
2015,stroppe01,2525000,1,2,6,76,0,0,0,3,204,39,22,5,29,81,0.167,2.91,6.0,6,4.0,0,270.0,12,24,1.0,3.0,4.0,1,76,0.0,204.0,2,6,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2016,stroppe01,4400000,1,2,2,54,0,0,0,0,142,27,15,4,15,60,0.163,2.85,1.0,7,4.0,0,187.0,8,16,0.0,2.0,3.0,2,55,0.0,145.0,5,5,1.0,0,0.0,0.0,0.0,0.0,0.0,Validation
2013,stulter01,507600,1,11,13,33,33,2,0,0,611,219,89,18,40,131,0.274,3.93,2.0,2,2.0,1,857.0,0,97,10.0,6.0,16.0,1,33,33.0,611.0,5,32,2.0,5,0.0,0.0,0.0,0.0,0.0,Training
2014,stulter01,2750000,1,8,17,32,32,0,0,0,528,197,84,26,45,111,0.283,4.3,3.0,3,4.0,0,763.0,0,93,13.0,6.0,12.0,1,32,32.0,528.0,10,28,2.0,2,0.0,0.0,0.0,0.0,0.0,Training
2016,stumpda01,507500,1,0,0,7,0,0,0,0,15,9,6,1,2,2,0.409,10.8,0.0,1,0.0,0,25.0,3,6,1.0,0.0,0.0,1,7,0.0,15.0,0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,Validation
2006,sturtta01,1500000,1,0,0,18,0,0,0,0,32,17,9,3,6,6,0.354,7.59,0.0,0,1.0,0,56.0,2,10,0.0,1.0,1.0,1,18,0.0,32.0,1,0,1.0,0,0.0,0.0,0.0,0.0,0.0,Training
2012,stutemi01,485000,1,0,0,6,0,0,0,0,17,7,4,0,4,5,0.28,6.35,0.0,1,0.0,0,29.0,4,6,0.0,0.0,0.0,1,6,0.0,17.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2013,stutemi01,492500,1,3,1,16,0,0,0,0,53,14,9,1,8,9,0.212,4.58,1.0,1,1.0,0,75.0,4,11,0.0,0.0,1.0,1,16,0.0,53.0,3,3,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2015,sucreje01,509300,1,0,0,2,0,0,0,0,6,6,3,1,0,0,0.545,13.5,0.0,0,0.0,0,11.0,2,3,0.0,0.0,1.0,2,52,43.0,1144.0,349,28,3.0,5,3.0,0.0,13.0,13.0,0.0,Training
2006,suppaje01,4000000,1,12,7,32,32,0,0,0,570,207,87,21,69,104,0.277,4.12,6.0,8,8.0,0,837.0,0,100,9.0,3.0,24.0,1,32,32.0,570.0,8,25,0.0,2,0.0,0.0,0.0,0.0,0.0,Training
2007,suppaje01,6250000,1,12,12,34,34,1,0,0,620,243,106,18,68,114,0.298,4.62,10.0,7,11.0,0,919.0,0,113,14.0,11.0,23.0,1,34,34.0,620.0,17,32,1.0,7,0.0,0.0,0.0,0.0,0.0,Training
2008,suppaje01,8250000,1,10,10,31,31,0,0,0,533,207,98,30,67,90,0.298,4.96,7.0,3,4.0,1,780.0,0,110,10.0,4.0,22.0,1,31,31.0,533.0,10,30,1.0,2,0.0,0.0,0.0,0.0,0.0,Training
2009,suppaje01,12750000,1,7,12,30,30,0,0,0,485,200,95,25,74,80,0.309,5.29,8.0,12,11.0,0,748.0,0,106,11.0,4.0,22.0,1,30,30.0,485.0,6,25,1.0,2,0.0,0.0,0.0,0.0,0.0,Training
2010,suppaje01,12750000,3,3,8,30,15,0,0,0,304,130,57,13,37,51,0.6819999999999999,11.68,1.0,4,2.0,0,452.0,10,61,9.0,3.0,12.0,3,30,15.0,304.0,5,10,2.0,1,0.0,0.0,0.0,0.0,0.0,Training
2013,surkaer01,490500,1,0,1,1,1,0,0,0,8,9,7,2,0,0,0.563,23.63,0.0,0,2.0,0,18.0,0,7,0.0,0.0,0.0,1,1,1.0,8.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2015,suzukic01,2000000,1,0,0,1,0,0,0,0,3,2,1,0,0,0,0.4,9.0,0.0,0,0.0,0,5.0,1,1,0.0,0.0,0.0,2,110,88.0,2472.0,217,5,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2012,swarzan01,487500,1,3,6,44,5,0,0,0,290,106,54,15,31,62,0.284,5.03,8.0,3,0.0,0,413.0,9,57,3.0,6.0,12.0,1,44,5.0,290.0,6,9,0.0,1,0.0,0.0,0.0,0.0,0.0,Training
2013,swarzan01,502500,1,3,2,48,0,0,0,0,288,89,31,7,22,69,0.249,2.91,1.0,1,1.0,0,387.0,8,33,2.0,5.0,9.0,1,48,0.0,288.0,6,9,1.0,1,0.0,0.0,0.0,0.0,0.0,Training
2014,swarzan01,935000,1,3,2,50,4,0,0,0,258,100,44,5,28,47,0.288,4.6,5.0,0,0.0,2,378.0,11,48,1.0,2.0,11.0,1,50,4.0,258.0,8,7,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2015,swarzan01,900000,1,0,0,10,0,0,0,0,40,18,5,1,4,13,0.316,3.38,1.0,0,0.0,0,61.0,3,9,0.0,0.0,1.0,1,10,0.0,40.0,0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2006,sweenbr01,335000,1,2,0,37,0,0,0,2,169,53,20,6,16,23,0.249,3.2,5.0,2,1.0,0,237.0,15,22,5.0,2.0,7.0,1,37,0.0,169.0,3,13,0.0,2,0.0,0.0,0.0,0.0,0.0,Training
2009,swishni01,5400000,1,0,0,1,0,0,0,0,3,1,0,0,1,1,0.25,0.0,0.0,0,0.0,0,5.0,1,0,0.0,0.0,0.0,3,155,140.0,3581.0,338,7,6.0,8,0.0,0.0,0.0,0.0,0.0,Training
2007,switzjo01,391100,1,0,2,21,0,0,0,0,57,27,17,2,7,13,0.338,8.05,1.0,1,0.0,0,88.0,2,17,0.0,1.0,2.0,1,21,0.0,57.0,0,4,0.0,1,0.0,0.0,0.0,0.0,0.0,Training
2016,syndeno01,535375,1,14,9,31,30,0,0,0,551,168,53,11,43,218,0.243,2.6,2.0,10,2.0,1,744.0,0,61,3.0,4.0,14.0,1,31,30.0,551.0,11,21,4.0,0,0.0,0.0,0.0,0.0,0.0,Validation
2010,takahhi01,1000000,1,10,6,53,12,0,0,8,366,116,49,13,43,114,0.252,3.61,7.0,1,0.0,1,516.0,21,51,10.0,3.0,7.0,1,53,12.0,366.0,5,15,1.0,0,0.0,0.0,0.0,0.0,0.0,Training
2011,takahhi01,3800000,1,4,3,61,0,0,0,2,204,58,26,7,25,52,0.232,3.44,8.0,1,0.0,0,281.0,18,30,3.0,3.0,7.0,1,61,0.0,204.0,2,12,1.0,1,0.0,0.0,0.0,0.0,0.0,Training
2012,takahhi01,4200000,3,0,3,51,0,0,0,0,151,49,31,8,14,52,0.536,13.57,1.0,0,0.0,0,212.0,11,32,2.0,1.0,1.0,3,51,0.0,151.0,4,4,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2010,talbomi01,400700,1,10,13,28,28,1,0,0,478,169,78,13,69,88,0.276,4.41,2.0,3,8.0,1,696.0,0,88,2.0,5.0,18.0,1,28,28.0,478.0,11,19,1.0,4,0.0,0.0,0.0,0.0,0.0,Training
2011,talbomi01,431700,1,2,6,12,12,0,0,0,191,90,47,10,28,36,0.344,6.64,2.0,1,3.0,0,299.0,0,47,1.0,5.0,8.0,1,12,12.0,191.0,5,7,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2006,tallebr01,327000,1,3,0,44,1,0,0,0,163,45,23,5,31,37,0.238,3.81,4.0,2,3.0,1,229.0,8,24,1.0,5.0,3.0,1,44,1.0,163.0,2,8,1.0,0,0.0,0.0,0.0,0.0,0.0,Training
2008,tallebr01,640000,1,1,2,51,0,0,0,0,169,52,18,4,22,47,0.243,2.88,3.0,0,1.0,0,240.0,15,19,1.0,2.0,3.0,1,51,0.0,169.0,3,3,1.0,0,0.0,0.0,0.0,0.0,0.0,Training
2009,tallebr01,1015000,1,7,9,37,25,0,0,0,482,169,95,20,72,120,0.268,5.32,2.0,2,6.0,0,717.0,3,99,1.0,7.0,10.0,1,37,25.0,482.0,11,10,2.0,0,0.0,0.0,0.0,0.0,0.0,Training
2010,tallebr01,2000000,1,2,6,34,5,0,0,0,232,84,55,20,38,53,0.273,6.4,3.0,1,4.0,0,356.0,5,60,1.0,5.0,7.0,1,34,5.0,232.0,2,5,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2011,tallebr01,750000,3,0,2,19,0,0,0,0,40,22,14,4,7,10,1.006,62.31,1.0,0,2.0,0,73.0,8,15,1.0,1.0,0.0,3,19,0.0,40.0,3,3,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2014,tanakma01,22000000,1,13,5,20,20,3,1,0,409,123,42,15,21,141,0.24,2.77,0.0,4,4.0,0,542.0,0,47,2.0,3.0,11.0,1,20,20.0,409.0,12,14,0.0,1,0.0,0.0,0.0,0.0,0.0,Training
2015,tanakma01,22000000,1,12,7,24,24,1,0,0,462,126,60,25,27,139,0.221,3.51,0.0,4,1.0,0,609.0,0,66,1.0,8.0,7.0,1,24,24.0,462.0,11,19,0.0,2,0.0,0.0,0.0,0.0,0.0,Training
2016,tanakma01,22000000,1,14,4,31,31,0,0,0,599,179,68,22,36,165,0.236,3.07,0.0,7,3.0,0,805.0,0,75,4.0,3.0,10.0,1,31,31.0,599.0,11,30,1.0,1,0.0,0.0,0.0,0.0,0.0,Validation
2007,tanketa01,380000,1,6,1,67,0,0,0,1,142,42,21,4,29,49,0.246,3.99,3.0,2,3.0,0,205.0,12,22,0.0,2.0,5.0,1,67,0.0,142.0,0,8,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2008,tanketa01,392500,1,0,1,25,0,0,0,0,53,22,16,6,8,13,0.297,8.15,0.0,3,1.0,0,84.0,3,16,1.0,0.0,1.0,1,25,0.0,53.0,0,1,1.0,0,0.0,0.0,0.0,0.0,0.0,Training
2006,taschja01,330000,1,0,1,24,0,0,0,0,58,31,18,4,7,15,0.344,8.38,0.0,3,2.0,0,101.0,6,23,0.0,2.0,1.0,1,24,0.0,58.0,1,5,1.0,1,0.0,0.0,0.0,0.0,0.0,Training
2007,taschja01,382000,1,3,1,63,0,0,0,0,150,44,30,4,29,51,0.235,5.4,2.0,2,1.0,0,222.0,16,31,2.0,3.0,2.0,1,63,0.0,150.0,1,4,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2008,taschja01,400500,1,3,2,67,0,0,0,0,144,57,26,5,24,39,0.292,4.88,2.0,5,2.0,0,227.0,7,27,3.0,3.0,3.0,1,67,0.0,144.0,2,6,0.0,1,0.0,0.0,0.0,0.0,0.0,Training
2009,taschja01,835000,1,1,1,24,0,0,0,0,88,38,16,3,20,19,0.317,4.91,2.0,1,2.0,0,143.0,8,18,1.0,0.0,2.0,1,24,0.0,88.0,1,2,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2010,taschja01,835000,3,1,0,20,0,0,0,0,59,23,14,3,11,17,0.6080000000000001,33.05,0.0,2,0.0,0,94.0,3,14,0.0,0.0,0.0,3,20,0.0,59.0,1,6,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2006,tatajo01,327000,1,0,0,8,0,0,0,0,44,14,10,1,7,6,0.25,6.14,1.0,0,0.0,0,65.0,2,11,0.0,2.0,1.0,1,8,0.0,44.0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2012,tateyyo01,1000000,1,1,0,14,0,0,0,0,51,18,17,4,6,18,0.257,9.0,1.0,0,0.0,0,76.0,5,19,0.0,0.0,1.0,1,14,0.0,51.0,2,0,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2006,tavarju01,3350000,1,5,4,58,6,1,0,1,296,110,49,10,44,56,0.293,4.47,3.0,2,6.0,0,431.0,11,54,3.0,3.0,24.0,1,58,6.0,296.0,7,16,2.0,2,0.0,0.0,0.0,0.0,0.0,Training
2007,tavarju01,3350000,1,7,11,34,23,0,0,0,404,151,77,14,51,77,0.281,5.15,4.0,4,7.0,0,604.0,2,89,3.0,5.0,17.0,1,34,23.0,404.0,11,9,1.0,2,0.0,0.0,0.0,0.0,0.0,Training
2008,tavarju01,3850000,6,1,5,52,0,0,0,0,164,73,31,5,28,51,1.013,18.869999999999997,4.0,2,3.0,1,267.0,15,42,5.0,2.0,4.0,6,52,0.0,164.0,5,7,1.0,1,0.0,0.0,0.0,0.0,0.0,Training
2009,tavarju01,500000,1,3,7,42,0,0,0,1,105,34,19,1,27,32,0.25,4.89,2.0,2,2.0,0,169.0,9,27,1.0,3.0,1.0,1,42,0.0,105.0,2,2,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2011,tazawju01,1500000,1,0,0,3,0,0,0,0,9,3,2,1,1,4,0.25,6.0,0.0,0,0.0,0,13.0,2,2,0.0,0.0,0.0,1,3,0.0,9.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2013,tazawju01,815000,1,5,4,71,0,0,0,0,205,70,24,9,12,72,0.265,3.16,1.0,3,1.0,1,284.0,10,25,2.0,5.0,2.0,1,71,0.0,205.0,2,6,0.0,1,0.0,0.0,0.0,0.0,0.0,Training
2014,tazawju01,1275000,1,4,3,71,0,0,0,0,189,58,20,5,17,64,0.24,2.86,1.0,5,0.0,0,261.0,12,23,1.0,1.0,3.0,1,71,0.0,189.0,1,6,3.0,2,0.0,0.0,0.0,0.0,0.0,Training
2015,tazawju01,2250000,1,2,7,61,0,0,0,3,176,65,27,5,13,56,0.28,4.14,1.0,9,1.0,1,247.0,13,28,0.0,1.0,5.0,1,61,0.0,176.0,1,4,0.0,2,0.0,0.0,0.0,0.0,0.0,Training
2016,tazawju01,3375000,1,3,2,53,0,0,0,0,149,47,23,9,14,54,0.245,4.17,1.0,4,1.0,0,208.0,5,23,0.0,1.0,2.0,1,53,0.0,149.0,3,3,1.0,1,0.0,0.0,0.0,0.0,0.0,Validation
2012,teafoev01,488000,1,1,4,18,5,0,0,0,184,68,34,11,21,35,0.285,4.99,0.0,2,2.0,1,263.0,3,34,0.0,1.0,11.0,1,18,5.0,184.0,1,8,0.0,2,0.0,0.0,0.0,0.0,0.0,Training
2013,teherju01,490000,1,14,8,30,30,0,0,0,557,173,66,22,45,170,0.246,3.2,4.0,2,13.0,0,774.0,0,69,8.0,5.0,6.0,1,30,30.0,557.0,12,25,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2014,teherju01,800000,1,14,13,33,33,4,2,0,663,188,71,22,51,186,0.232,2.89,4.0,1,4.0,1,884.0,0,82,13.0,4.0,13.0,1,33,33.0,663.0,16,32,0.0,2,0.0,0.0,0.0,0.0,0.0,Training
2015,teherju01,1000000,1,11,8,33,33,0,0,0,602,189,90,27,73,171,0.253,4.04,3.0,2,9.0,0,843.0,0,99,10.0,3.0,15.0,1,33,33.0,602.0,16,30,1.0,5,0.0,0.0,0.0,0.0,0.0,Training
2016,teherju01,3466666,1,7,10,30,30,1,1,0,564,157,67,22,41,167,0.223,3.21,2.0,7,9.0,1,758.0,0,70,4.0,1.0,11.0,1,30,30.0,564.0,11,28,1.0,2,0.0,0.0,0.0,0.0,0.0,Validation
2016,tejadru01,1500000,1,0,0,1,0,0,0,0,3,2,2,2,0,0,0.4,18.0,0.0,0,0.0,0,5.0,1,2,0.0,0.0,0.0,8,35,17.0,525.0,10,49,6.0,8,0.0,0.0,0.0,0.0,0.0,Validation
2007,tejedro01,389450,1,5,9,19,19,0,0,0,286,110,70,17,60,69,0.29,6.61,2.0,10,6.0,0,454.0,0,78,3.0,6.0,5.0,1,19,19.0,286.0,4,15,1.0,2,0.0,0.0,0.0,0.0,0.0,Training
2009,tejedro01,437000,1,4,2,35,6,0,0,0,221,43,29,4,50,87,0.167,3.54,2.0,6,3.0,1,313.0,5,30,2.0,1.0,4.0,1,35,6.0,221.0,3,5,0.0,1,0.0,0.0,0.0,0.0,0.0,Training
2010,tejedro01,950000,1,3,5,54,0,0,0,0,183,55,24,5,26,56,0.242,3.54,1.0,4,0.0,1,258.0,12,28,2.0,3.0,4.0,1,54,0.0,183.0,2,5,2.0,0,0.0,0.0,0.0,0.0,0.0,Training
2011,tejedro01,1550000,1,0,1,9,0,0,0,0,22,12,5,2,3,2,0.387,6.14,0.0,2,0.0,0,35.0,3,5,0.0,1.0,2.0,1,9,0.0,22.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2010,texeika01,400000,3,1,1,43,0,0,0,0,184,73,33,3,25,33,0.602,9.94,1.0,3,3.0,1,277.0,10,36,3.0,6.0,9.0,3,43,0.0,184.0,2,7,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2011,texeika01,426000,1,0,0,6,0,0,0,0,19,13,2,0,3,0,0.419,2.84,1.0,1,0.0,0,35.0,2,2,0.0,1.0,0.0,1,6,0.0,19.0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2008,thatcjo01,393000,1,0,4,25,0,0,0,0,77,42,24,4,13,17,0.382,8.42,2.0,0,0.0,0,128.0,7,25,2.0,3.0,3.0,1,25,0.0,77.0,0,3,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2010,thatcjo01,412700,1,1,0,65,0,0,0,0,105,23,5,1,7,45,0.185,1.29,2.0,0,1.0,0,137.0,12,5,3.0,2.0,0.0,1,65,0.0,105.0,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2011,thatcjo01,433900,1,0,0,18,0,0,0,0,30,8,5,1,7,9,0.216,4.5,1.0,0,0.0,0,44.0,5,5,0.0,0.0,0.0,1,18,0.0,30.0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2012,thatcjo01,700000,1,1,4,55,0,0,0,1,95,30,12,2,14,39,0.25,3.41,3.0,0,3.0,1,141.0,13,13,2.0,2.0,1.0,1,55,0.0,95.0,0,3,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2013,thatcjo01,1350000,3,3,2,72,0,0,0,0,118,40,14,4,10,36,0.5860000000000001,8.85,0.0,3,1.0,0,164.0,16,14,1.0,2.0,5.0,3,72,0.0,118.0,0,4,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2014,thatcjo01,2375000,3,2,1,53,0,0,0,0,91,36,13,3,4,27,0.6799999999999999,11.16,1.0,1,4.0,0,135.0,9,16,1.0,2.0,1.0,3,53,0.0,91.0,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2015,thatcjo01,1000000,1,1,3,43,0,0,0,0,68,23,8,1,12,26,0.274,3.18,0.0,0,0.0,0,100.0,3,8,2.0,2.0,3.0,1,43,0.0,68.0,0,3,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2013,thayeda01,498900,1,3,5,69,0,0,0,1,195,59,24,8,22,64,0.244,3.32,2.0,2,2.0,0,270.0,13,25,3.0,1.0,6.0,1,69,0.0,195.0,2,6,1.0,2,0.0,0.0,0.0,0.0,0.0,Training
2014,thayeda01,515800,1,4,5,70,0,0,0,0,196,53,17,9,16,62,0.215,2.34,3.0,1,2.0,0,265.0,25,19,1.0,0.0,2.0,1,70,0.0,196.0,2,6,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2015,thayeda01,1375000,1,2,2,38,0,0,0,0,113,37,17,5,15,25,0.262,4.06,4.0,2,0.0,0,158.0,5,17,1.0,1.0,5.0,1,38,0.0,113.0,0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2014,thielca01,510000,1,2,1,54,0,0,0,0,143,51,18,3,16,35,0.28,3.4,1.0,0,1.0,0,206.0,7,19,1.0,6.0,2.0,1,54,0.0,143.0,2,7,1.0,0,0.0,0.0,0.0,0.0,0.0,Training
2010,thomabr01,1000000,1,6,2,49,2,0,0,0,208,77,30,4,29,30,0.292,3.89,3.0,4,4.0,0,307.0,7,31,4.0,6.0,9.0,1,49,2.0,208.0,2,11,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2011,thomabr01,800000,1,0,1,12,0,0,0,0,33,17,11,1,6,7,0.386,9.0,0.0,0,1.0,0,56.0,5,12,0.0,5.0,2.0,1,12,0.0,33.0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2012,thomaju01,516000,3,0,0,11,0,0,0,0,23,12,7,1,3,7,0.6579999999999999,16.71,0.0,1,1.0,0,37.0,0,7,0.0,1.0,0.0,3,11,0.0,23.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2015,thompaa01,520000,1,1,3,41,0,0,0,0,97,32,18,2,11,17,0.264,5.01,2.0,1,0.0,0,137.0,5,19,2.0,3.0,3.0,1,41,0.0,97.0,4,7,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2006,thompbr01,334000,1,1,2,43,1,0,0,0,170,58,21,4,20,32,0.267,3.34,3.0,1,5.0,0,245.0,16,23,3.0,0.0,9.0,1,43,1.0,170.0,5,9,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2007,thompbr01,400000,1,8,6,44,17,0,0,0,388,157,68,23,40,53,0.301,4.73,2.0,4,13.0,0,580.0,10,76,4.0,2.0,19.0,1,44,17.0,388.0,8,10,0.0,1,0.0,0.0,0.0,0.0,0.0,Training
2008,thompbr01,414000,1,6,3,26,6,0,0,0,194,72,37,5,19,32,0.293,5.15,1.0,2,3.0,0,273.0,10,38,2.0,3.0,10.0,1,26,6.0,194.0,8,11,0.0,1,0.0,0.0,0.0,0.0,0.0,Training
2009,thompbr01,650000,1,2,6,32,8,0,0,0,240,85,43,8,23,34,0.273,4.84,2.0,5,7.0,1,345.0,17,45,2.0,2.0,12.0,1,32,8.0,240.0,8,10,1.0,2,0.0,0.0,0.0,0.0,0.0,Training
2007,thompmi03,382000,1,0,1,7,0,0,0,0,47,19,12,2,7,5,0.317,6.89,2.0,0,3.0,0,75.0,4,15,2.0,3.0,3.0,1,7,0.0,47.0,2,1,2.0,0,0.0,0.0,0.0,0.0,0.0,Training
2008,thompri03,391000,1,0,0,2,0,0,0,0,6,4,5,0,2,1,0.4,22.5,0.0,1,0.0,0,12.0,1,5,0.0,0.0,0.0,1,2,0.0,6.0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
